nowtime,vendor,product_category,avg_price,min_price,max_price
2024-07-20,NoFrills,Eggs,NA,0.55,9.99
2024-07-20,NoFrills,Milk,NA,0.59,9.99
2024-07-20,TandT,Bread,NA,11.99,9.49
2024-07-20,TandT,Eggs,NA,1.99,9.99
2024-07-20,TandT,Milk,NA,1.49,9.99
2024-07-20,Voila,Bread,NA,1.99,9.99
2024-07-20,Voila,Eggs,NA,1.49,9.99
2024-07-20,Voila,Milk,NA,1.25,9.49
2024-07-20,Walmart,Bread,NA,1.47,9.99
2024-07-20,Walmart,Eggs,NA,0.42,9.97
2024-07-20,Walmart,Milk,NA,0.98,9.97
2024-07-21,Galleria,Bread,NA,1.99,8.85
2024-07-21,Galleria,Eggs,NA,1.98,8.99
2024-07-21,Galleria,Milk,NA,0.5,9.99
2024-07-21,Loblaws,Bread,NA,1.00,9.99
2024-07-21,Loblaws,Eggs,NA,0.55,9.52
2024-07-21,Loblaws,Milk,NA,1.29,9.99
2024-07-21,Metro,Bread,NA,1.97,9.99
2024-07-21,Metro,Eggs,NA,1.10,9.99
2024-07-21,Metro,Milk,NA,0.99,9.99
2024-07-21,NoFrills,Bread,NA,1.49,9.99
2024-07-21,NoFrills,Eggs,NA,0.55,9.99
2024-07-21,NoFrills,Milk,NA,0.59,9.99
2024-07-21,TandT,Eggs,NA,2.50,2.50
2024-07-21,TandT,Milk,NA,4.39,4.39
2024-07-21,Voila,Bread,NA,1.99,9.99
2024-07-21,Voila,Eggs,NA,1.49,9.99
2024-07-21,Voila,Milk,NA,1.25,9.49
2024-07-21,Walmart,Bread,NA,1.47,9.99
2024-07-21,Walmart,Eggs,NA,0.42,9.97
2024-07-21,Walmart,Milk,NA,0.98,9.97
2024-07-22,Galleria,Bread,NA,1.99,8.85
2024-07-22,Galleria,Eggs,NA,1.98,8.99
2024-07-22,Galleria,Milk,NA,0.5,9.99
2024-07-22,Loblaws,Bread,NA,1.00,9.99
2024-07-22,Loblaws,Eggs,NA,0.55,9.52
2024-07-22,Loblaws,Milk,NA,1.29,9.99
2024-07-22,Metro,Bread,NA,1.97,9.99
2024-07-22,Metro,Eggs,NA,1.72,9.99
2024-07-22,Metro,Milk,NA,1.79,9.99
2024-07-22,NoFrills,Bread,NA,1.49,9.99
2024-07-22,NoFrills,Eggs,NA,0.55,9.99
2024-07-22,NoFrills,Milk,NA,0.59,9.99
2024-07-22,TandT,Bread,NA,11.99,9.49
2024-07-22,TandT,Eggs,NA,1.99,9.99
2024-07-22,TandT,Milk,NA,1.49,9.99
2024-07-22,Voila,Bread,NA,1.99,9.99
2024-07-22,Voila,Eggs,NA,1.49,9.99
2024-07-22,Voila,Milk,NA,1.25,9.49
2024-07-22,Walmart,Bread,NA,1.47,9.99
2024-07-22,Walmart,Eggs,NA,0.42,9.97
2024-07-22,Walmart,Milk,NA,0.98,9.97
2024-07-23,Galleria,Bread,NA,1.99,8.85
2024-07-23,Galleria,Eggs,NA,1.98,8.99
2024-07-23,Galleria,Milk,NA,0.5,9.99
2024-07-23,Loblaws,Bread,NA,1.00,9.99
2024-07-23,Loblaws,Eggs,NA,0.55,9.52
2024-07-23,Loblaws,Milk,NA,1.29,9.99
2024-07-23,Metro,Bread,NA,1.99,9.99
2024-07-23,Metro,Eggs,NA,1.10,9.99
2024-07-23,Metro,Milk,NA,1.79,9.99
2024-07-23,NoFrills,Bread,NA,1.49,9.99
2024-07-23,NoFrills,Eggs,NA,0.55,9.99
2024-07-23,NoFrills,Milk,NA,0.59,9.99
2024-07-23,TandT,Bread,NA,11.99,9.49
2024-07-23,TandT,Eggs,NA,1.99,9.99
2024-07-23,TandT,Milk,NA,1.49,9.99
2024-07-23,Walmart,Bread,NA,1.97,9.97
2024-07-23,Walmart,Eggs,NA,0.42,9.07
2024-07-23,Walmart,Milk,NA,1.18,7.08
2024-07-24,Galleria,Bread,NA,1.99,8.85
2024-07-24,Galleria,Eggs,NA,1.98,8.99
2024-07-24,Galleria,Milk,NA,0.5,9.99
2024-07-24,Loblaws,Bread,NA,1.00,9.99
2024-07-24,Loblaws,Eggs,NA,0.55,9.52
2024-07-24,Loblaws,Milk,NA,1.29,9.99
2024-07-24,Metro,Bread,NA,1.97,9.99
2024-07-24,Metro,Eggs,NA,1.10,9.99
2024-07-24,Metro,Milk,NA,1.79,9.49
2024-07-24,NoFrills,Bread,NA,1.49,9.99
2024-07-24,NoFrills,Eggs,NA,0.99,9.99
2024-07-24,NoFrills,Milk,NA,0.59,9.99
2024-07-24,TandT,Bread,NA,11.99,9.49
2024-07-24,TandT,Eggs,NA,1.99,9.99
2024-07-24,TandT,Milk,NA,1.49,9.99
2024-07-24,Voila,Bread,NA,1.99,9.99
2024-07-24,Voila,Eggs,NA,1.49,9.99
2024-07-24,Voila,Milk,NA,1.25,9.49
2024-07-24,Walmart,Bread,NA,1.97,9.97
2024-07-24,Walmart,Eggs,NA,15.97,9.97
2024-07-24,Walmart,Milk,NA,1.18,9.97
2024-07-25,Galleria,Bread,NA,1.99,8.85
2024-07-25,Galleria,Eggs,NA,1.98,8.99
2024-07-25,Galleria,Milk,NA,0.5,9.99
2024-07-25,Loblaws,Bread,NA,1.00,9.99
2024-07-25,Loblaws,Eggs,NA,0.55,9.52
2024-07-25,Loblaws,Milk,NA,1.29,9.99
2024-07-25,Metro,Bread,NA,1.97,9.99
2024-07-25,Metro,Eggs,NA,1.10,9.99
2024-07-25,Metro,Milk,NA,0.99,9.99
2024-07-25,NoFrills,Bread,NA,1.49,9.99
2024-07-25,NoFrills,Eggs,NA,0.55,9.99
2024-07-25,NoFrills,Milk,NA,0.59,9.99
2024-07-25,TandT,Bread,NA,11.99,9.49
2024-07-25,TandT,Eggs,NA,1.99,9.99
2024-07-25,TandT,Milk,NA,1.49,9.99
2024-07-25,Voila,Bread,NA,1.99,9.99
2024-07-25,Voila,Eggs,NA,1.79,9.99
2024-07-25,Voila,Milk,NA,1.25,9.49
2024-07-25,Walmart,Bread,NA,1.47,9.99
2024-07-25,Walmart,Eggs,NA,0.42,9.97
2024-07-25,Walmart,Milk,NA,0.98,9.97
2024-07-26,Galleria,Bread,NA,1.99,9.98
2024-07-26,Galleria,Eggs,NA,1.98,8.99
2024-07-26,Galleria,Milk,NA,0.5,9.99
2024-07-26,Loblaws,Bread,NA,1.00,9.99
2024-07-26,Loblaws,Eggs,NA,0.55,9.52
2024-07-26,Loblaws,Milk,NA,1.29,9.99
2024-07-26,Metro,Bread,NA,1.97,9.99
2024-07-26,Metro,Eggs,NA,1.79,9.99
2024-07-26,Metro,Milk,NA,0.99,9.99
2024-07-26,NoFrills,Bread,NA,1.49,9.99
2024-07-26,NoFrills,Eggs,NA,0.55,9.99
2024-07-26,NoFrills,Milk,NA,0.59,9.99
2024-07-26,TandT,Bread,NA,11.99,9.97
2024-07-26,TandT,Eggs,NA,1.99,9.99
2024-07-26,TandT,Milk,NA,1.49,9.99
2024-07-26,Voila,Bread,NA,1.99,9.99
2024-07-26,Voila,Eggs,NA,1.49,9.99
2024-07-26,Voila,Milk,NA,1.49,9.49
2024-07-26,Walmart,Bread,NA,1.47,9.99
2024-07-26,Walmart,Eggs,NA,0.42,9.97
2024-07-26,Walmart,Milk,NA,0.98,9.97
2024-07-27,Galleria,Bread,NA,1.99,9.98
2024-07-27,Galleria,Eggs,NA,1.98,8.99
2024-07-27,Galleria,Milk,NA,0.5,9.99
2024-07-27,Loblaws,Bread,NA,1.00,9.99
2024-07-27,Loblaws,Eggs,NA,0.55,9.52
2024-07-27,Loblaws,Milk,NA,1.29,9.99
2024-07-27,Metro,Bread,NA,1.97,9.99
2024-07-27,Metro,Eggs,NA,1.10,9.99
2024-07-27,Metro,Milk,NA,0.99,9.99
2024-07-27,NoFrills,Bread,NA,1.49,9.99
2024-07-27,NoFrills,Eggs,NA,0.55,9.99
2024-07-27,NoFrills,Milk,NA,0.59,9.99
2024-07-27,TandT,Eggs,NA,2.50,2.50
2024-07-27,TandT,Milk,NA,4.39,4.39
2024-07-27,Voila,Bread,NA,1.99,9.99
2024-07-27,Voila,Eggs,NA,1.49,9.99
2024-07-27,Voila,Milk,NA,1.49,9.49
2024-07-27,Walmart,Bread,NA,1.47,9.97
2024-07-27,Walmart,Eggs,NA,0.42,9.97
2024-07-27,Walmart,Milk,NA,0.98,9.97
2024-07-28,Galleria,Bread,NA,1.99,9.98
2024-07-28,Galleria,Eggs,NA,1.98,8.99
2024-07-28,Galleria,Milk,NA,0.5,9.99
2024-07-28,Loblaws,Bread,NA,1.00,9.99
2024-07-28,Loblaws,Eggs,NA,0.55,9.52
2024-07-28,Loblaws,Milk,NA,1.29,9.99
2024-07-28,Metro,Bread,NA,1.97,9.99
2024-07-28,Metro,Eggs,NA,1.10,9.99
2024-07-28,Metro,Milk,NA,0.99,9.99
2024-07-28,NoFrills,Bread,NA,1.49,9.99
2024-07-28,NoFrills,Eggs,NA,0.55,9.52
2024-07-28,NoFrills,Milk,NA,0.59,9.99
2024-07-28,TandT,Bread,NA,10.44,9.97
2024-07-28,TandT,Eggs,NA,1.99,9.99
2024-07-28,TandT,Milk,NA,1.64,9.99
2024-07-28,Voila,Bread,NA,1.99,9.99
2024-07-28,Voila,Eggs,NA,1.49,9.99
2024-07-28,Voila,Milk,NA,1.49,9.49
2024-07-28,Walmart,Bread,NA,1.47,9.97
2024-07-28,Walmart,Eggs,NA,0.42,9.97
2024-07-28,Walmart,Milk,NA,0.98,9.97
2024-07-29,Galleria,Bread,NA,1.99,9.98
2024-07-29,Galleria,Eggs,NA,1.98,8.99
2024-07-29,Galleria,Milk,NA,0.5,9.99
2024-07-29,Loblaws,Bread,NA,1.00,9.99
2024-07-29,Loblaws,Eggs,NA,0.55,9.49
2024-07-29,Loblaws,Milk,NA,1.29,9.99
2024-07-29,Metro,Bread,NA,1.97,9.99
2024-07-29,Metro,Eggs,NA,1.10,9.99
2024-07-29,Metro,Milk,NA,0.99,9.99
2024-07-29,NoFrills,Bread,NA,1.49,9.99
2024-07-29,NoFrills,Eggs,NA,0.55,9.99
2024-07-29,NoFrills,Milk,NA,0.59,9.99
2024-07-29,TandT,Bread,NA,11.99,9.97
2024-07-29,TandT,Eggs,NA,11.00,9.99
2024-07-29,TandT,Milk,NA,1.49,9.99
2024-07-29,Voila,Bread,NA,1.99,9.99
2024-07-29,Voila,Eggs,NA,1.49,9.99
2024-07-29,Voila,Milk,NA,1.49,9.49
2024-07-29,Walmart,Bread,NA,1.47,9.97
2024-07-29,Walmart,Eggs,NA,0.42,9.97
2024-07-29,Walmart,Milk,NA,0.98,9.97
2024-07-30,Galleria,Bread,NA,1.99,9.98
2024-07-30,Galleria,Eggs,NA,1.98,8.99
2024-07-30,Galleria,Milk,NA,0.5,9.99
2024-07-30,Loblaws,Bread,NA,1.00,9.99
2024-07-30,Loblaws,Eggs,NA,0.55,9.52
2024-07-30,Loblaws,Milk,NA,1.29,9.99
2024-07-30,Metro,Bread,NA,1.97,9.99
2024-07-30,Metro,Eggs,NA,1.72,9.99
2024-07-30,Metro,Milk,NA,1.79,9.99
2024-07-30,NoFrills,Bread,NA,1.49,5.99
2024-07-30,NoFrills,Eggs,NA,1.37,9.49
2024-07-30,NoFrills,Milk,NA,1.00,9.99
2024-07-30,TandT,Bread,NA,11.99,9.97
2024-07-30,TandT,Eggs,NA,11.00,9.99
2024-07-30,TandT,Milk,NA,1.49,9.99
2024-07-30,Voila,Bread,NA,1.99,9.99
2024-07-30,Voila,Eggs,NA,1.49,9.99
2024-07-30,Voila,Milk,NA,1.79,9.49
2024-07-30,Walmart,Bread,NA,1.37,8.77
2024-07-30,Walmart,Eggs,NA,1.87,9.97
2024-07-30,Walmart,Milk,NA,0.98,9.97
2024-07-31,Galleria,Bread,NA,1.99,9.98
2024-07-31,Galleria,Eggs,NA,1.98,8.99
2024-07-31,Galleria,Milk,NA,0.5,9.99
2024-07-31,Loblaws,Bread,NA,1.00,9.99
2024-07-31,Loblaws,Eggs,NA,1.29,9.49
2024-07-31,Loblaws,Milk,NA,1.29,9.79
2024-07-31,Metro,Bread,NA,1.99,9.99
2024-07-31,Metro,Eggs,NA,1.99,9.99
2024-07-31,Metro,Milk,NA,1.49,9.99
2024-07-31,NoFrills,Bread,NA,1.49,7.99
2024-07-31,NoFrills,Eggs,NA,1.19,9.52
2024-07-31,NoFrills,Milk,NA,1.19,9.99
2024-07-31,TandT,Bread,NA,11.99,9.97
2024-07-31,TandT,Eggs,NA,11.00,9.99
2024-07-31,TandT,Milk,NA,1.49,9.99
2024-07-31,Voila,Bread,NA,1.99,9.99
2024-07-31,Voila,Eggs,NA,1.49,9.99
2024-07-31,Voila,Milk,NA,1.49,9.49
2024-07-31,Walmart,Bread,NA,1.37,8.77
2024-07-31,Walmart,Eggs,NA,1.87,9.97
2024-07-31,Walmart,Milk,NA,0.98,9.97
2024-08-01,Galleria,Bread,NA,1.99,9.98
2024-08-01,Galleria,Eggs,NA,1.98,8.99
2024-08-01,Galleria,Milk,NA,0.5,9.99
2024-08-01,Loblaws,Bread,NA,1.99,7.99
2024-08-01,Loblaws,Eggs,NA,4.16,6.99
2024-08-01,Loblaws,Milk,NA,1.69,6.99
2024-08-01,Metro,Bread,NA,1.97,9.99
2024-08-01,Metro,Eggs,NA,1.10,9.99
2024-08-01,Metro,Milk,NA,1.79,9.99
2024-08-01,NoFrills,Bread,NA,1.49,9.99
2024-08-01,NoFrills,Eggs,NA,0.55,9.99
2024-08-01,NoFrills,Milk,NA,1.00,9.99
2024-08-01,TandT,Bread,NA,11.99,9.97
2024-08-01,TandT,Eggs,NA,1.99,9.99
2024-08-01,TandT,Milk,NA,1.49,9.99
2024-08-01,Voila,Bread,NA,1.99,9.99
2024-08-01,Voila,Eggs,NA,1.49,9.99
2024-08-01,Voila,Milk,NA,1.49,9.49
2024-08-01,Walmart,Bread,NA,1.37,9.97
2024-08-01,Walmart,Eggs,NA,1,9.57
2024-08-01,Walmart,Milk,NA,1.27,9.97
2024-08-02,Galleria,Bread,NA,1.99,8.85
2024-08-02,Galleria,Eggs,NA,1.98,8.99
2024-08-02,Galleria,Milk,NA,0.5,9.99
2024-08-02,Loblaws,Bread,NA,1.00,9.99
2024-08-02,Loblaws,Eggs,NA,0.55,9.52
2024-08-02,Loblaws,Milk,NA,1.29,9.99
2024-08-02,Metro,Bread,NA,1.97,9.99
2024-08-02,Metro,Eggs,NA,1.72,9.99
2024-08-02,Metro,Milk,NA,1.49,9.99
2024-08-02,NoFrills,Bread,NA,1.49,9.99
2024-08-02,NoFrills,Eggs,NA,0.55,9.99
2024-08-02,NoFrills,Milk,NA,0.59,9.99
2024-08-02,TandT,Bread,NA,14.99,9.97
2024-08-02,TandT,Eggs,NA,11.65,9.99
2024-08-02,TandT,Milk,NA,1.49,9.99
2024-08-02,Voila,Bread,NA,10.00,9.99
2024-08-02,Voila,Eggs,NA,1.49,9.99
2024-08-02,Voila,Milk,NA,1.49,9.49
2024-08-02,Walmart,Bread,NA,1.47,9.99
2024-08-02,Walmart,Eggs,NA,0.42,9.97
2024-08-02,Walmart,Milk,NA,0.98,9.97
2024-08-03,Galleria,Bread,NA,1.99,8.85
2024-08-03,Galleria,Eggs,NA,1.98,8.99
2024-08-03,Galleria,Milk,NA,0.5,9.99
2024-08-03,Loblaws,Bread,NA,1.00,9.99
2024-08-03,Loblaws,Eggs,NA,0.55,9.52
2024-08-03,Loblaws,Milk,NA,1.49,9.99
2024-08-03,Metro,Bread,NA,1.99,9.99
2024-08-03,Metro,Eggs,NA,1.10,9.99
2024-08-03,Metro,Milk,NA,0.99,9.99
2024-08-03,NoFrills,Bread,NA,1.49,9.99
2024-08-03,NoFrills,Eggs,NA,0.55,9.99
2024-08-03,NoFrills,Milk,NA,0.59,9.99
2024-08-03,TandT,Bread,NA,14.99,9.97
2024-08-03,TandT,Eggs,NA,11.65,9.99
2024-08-03,TandT,Milk,NA,1.49,9.99
2024-08-03,Voila,Bread,NA,1.99,9.99
2024-08-03,Voila,Eggs,NA,1.49,9.99
2024-08-03,Voila,Milk,NA,1.79,9.49
2024-08-03,Walmart,Bread,NA,1.47,9.99
2024-08-03,Walmart,Eggs,NA,0.42,9.97
2024-08-03,Walmart,Milk,NA,0.98,9.98
2024-08-04,Galleria,Bread,NA,1.99,8.85
2024-08-04,Galleria,Eggs,NA,1.98,8.99
2024-08-04,Galleria,Milk,NA,0.5,9.99
2024-08-04,Loblaws,Bread,NA,1.00,9.99
2024-08-04,Loblaws,Eggs,NA,0.55,9.52
2024-08-04,Loblaws,Milk,NA,1.29,9.99
2024-08-04,Metro,Bread,NA,1.97,9.99
2024-08-04,Metro,Eggs,NA,1.10,9.99
2024-08-04,Metro,Milk,NA,0.99,9.99
2024-08-04,NoFrills,Bread,NA,1.49,9.99
2024-08-04,NoFrills,Eggs,NA,0.55,9.99
2024-08-04,NoFrills,Milk,NA,0.59,9.99
2024-08-04,TandT,Bread,NA,14.99,9.97
2024-08-04,TandT,Eggs,NA,11.65,9.99
2024-08-04,TandT,Milk,NA,1.49,9.99
2024-08-04,Voila,Bread,NA,1.99,9.99
2024-08-04,Voila,Eggs,NA,1.49,9.99
2024-08-04,Voila,Milk,NA,1.49,9.49
2024-08-04,Walmart,Bread,NA,1.47,9.99
2024-08-04,Walmart,Eggs,NA,0.42,9.97
2024-08-04,Walmart,Milk,NA,0.98,9.98
2024-08-05,Galleria,Bread,NA,1.99,8.85
2024-08-05,Galleria,Eggs,NA,1.98,8.99
2024-08-05,Galleria,Milk,NA,0.5,9.99
2024-08-05,Loblaws,Bread,NA,1.00,9.99
2024-08-05,Loblaws,Eggs,NA,0.55,9.52
2024-08-05,Loblaws,Milk,NA,1.29,9.99
2024-08-05,Metro,Bread,NA,1.97,9.99
2024-08-05,Metro,Eggs,NA,1.72,9.99
2024-08-05,Metro,Milk,NA,0.99,9.99
2024-08-05,NoFrills,Bread,NA,1.49,9.99
2024-08-05,NoFrills,Eggs,NA,0.55,9.99
2024-08-05,NoFrills,Milk,NA,0.59,9.99
2024-08-05,TandT,Bread,NA,14.99,9.97
2024-08-05,TandT,Eggs,NA,11.65,9.99
2024-08-05,TandT,Milk,NA,1.49,9.99
2024-08-05,Voila,Bread,NA,1.99,9.99
2024-08-05,Voila,Eggs,NA,1.49,9.99
2024-08-05,Voila,Milk,NA,1.49,9.49
2024-08-05,Walmart,Bread,NA,1.47,9.99
2024-08-05,Walmart,Eggs,NA,0.42,9.97
2024-08-05,Walmart,Milk,NA,0.98,9.98
2024-08-06,Galleria,Bread,NA,1.99,8.85
2024-08-06,Galleria,Eggs,NA,1.98,8.99
2024-08-06,Galleria,Milk,NA,0.5,9.99
2024-08-06,Loblaws,Bread,NA,1.00,9.99
2024-08-06,Loblaws,Eggs,NA,0.55,9.52
2024-08-06,Loblaws,Milk,NA,1.29,9.99
2024-08-06,Metro,Bread,NA,1.97,9.99
2024-08-06,Metro,Eggs,NA,18.99,9.99
2024-08-06,Metro,Milk,NA,1.79,9.99
2024-08-06,NoFrills,Bread,NA,1.49,9.99
2024-08-06,NoFrills,Eggs,NA,0.55,9.99
2024-08-06,NoFrills,Milk,NA,0.59,9.99
2024-08-06,TandT,Bread,NA,10.44,9.97
2024-08-06,TandT,Eggs,NA,1.99,9.99
2024-08-06,TandT,Milk,NA,1.59,9.99
2024-08-06,Voila,Bread,NA,1.99,9.99
2024-08-06,Voila,Eggs,NA,1.49,9.99
2024-08-06,Voila,Milk,NA,1.49,9.49
2024-08-06,Walmart,Bread,NA,1.47,9.99
2024-08-06,Walmart,Eggs,NA,0.42,9.77
2024-08-06,Walmart,Milk,NA,0.98,9.97
2024-08-07,Galleria,Bread,NA,1.99,8.85
2024-08-07,Galleria,Eggs,NA,1.98,8.99
2024-08-07,Galleria,Milk,NA,0.5,9.99
2024-08-07,Loblaws,Bread,NA,1.00,9.99
2024-08-07,Loblaws,Eggs,NA,0.55,9.52
2024-08-07,Loblaws,Milk,NA,1.29,9.99
2024-08-07,Metro,Bread,NA,1.97,9.99
2024-08-07,Metro,Eggs,NA,1.10,9.99
2024-08-07,Metro,Milk,NA,0.99,9.99
2024-08-07,NoFrills,Bread,NA,1.49,9.99
2024-08-07,NoFrills,Eggs,NA,0.55,9.52
2024-08-07,NoFrills,Milk,NA,0.59,9.99
2024-08-07,TandT,Bread,NA,14.99,9.97
2024-08-07,TandT,Eggs,NA,1.99,9.99
2024-08-07,TandT,Milk,NA,1.49,9.99
2024-08-07,Voila,Bread,NA,1.99,9.99
2024-08-07,Voila,Eggs,NA,1.49,9.99
2024-08-07,Voila,Milk,NA,1.49,9.49
2024-08-07,Walmart,Bread,NA,1.47,9.99
2024-08-07,Walmart,Eggs,NA,0.42,9.97
2024-08-07,Walmart,Milk,NA,0.98,9.97
2024-08-08,Galleria,Bread,NA,1.99,8.85
2024-08-08,Galleria,Eggs,NA,1.98,8.99
2024-08-08,Galleria,Milk,NA,0.5,9.99
2024-08-08,Loblaws,Bread,NA,1.69,9.99
2024-08-08,Loblaws,Eggs,NA,0.55,9.52
2024-08-08,Loblaws,Milk,NA,1.49,9.99
2024-08-08,Metro,Bread,NA,1.97,9.99
2024-08-08,Metro,Eggs,NA,1.10,9.99
2024-08-08,Metro,Milk,NA,1.29,9.99
2024-08-08,NoFrills,Bread,NA,1.49,9.29
2024-08-08,NoFrills,Eggs,NA,0.55,9.99
2024-08-08,NoFrills,Milk,NA,0.59,9.99
2024-08-08,TandT,Bread,NA,14.99,9.97
2024-08-08,TandT,Eggs,NA,1.88,9.99
2024-08-08,TandT,Milk,NA,1.41,9.99
2024-08-08,Voila,Bread,NA,1.99,9.99
2024-08-08,Voila,Eggs,NA,1.25,9.99
2024-08-08,Voila,Milk,NA,0.99,9.99
2024-08-08,Walmart,Bread,NA,1.47,9.99
2024-08-08,Walmart,Eggs,NA,0.42,9.97
2024-08-08,Walmart,Milk,NA,0.98,9.98
2024-08-09,Galleria,Bread,NA,1.99,8.85
2024-08-09,Galleria,Eggs,NA,1.98,8.99
2024-08-09,Galleria,Milk,NA,0.5,9.99
2024-08-09,Loblaws,Bread,NA,1.00,9.99
2024-08-09,Loblaws,Eggs,NA,0.55,9.52
2024-08-09,Loblaws,Milk,NA,1.49,9.99
2024-08-09,Metro,Bread,NA,1.97,9.99
2024-08-09,Metro,Eggs,NA,1.10,9.99
2024-08-09,Metro,Milk,NA,1.29,9.99
2024-08-09,NoFrills,Bread,NA,1.49,9.99
2024-08-09,NoFrills,Eggs,NA,0.55,9.99
2024-08-09,NoFrills,Milk,NA,0.59,9.99
2024-08-09,TandT,Bread,NA,10.44,8.79
2024-08-09,TandT,Eggs,NA,1.88,9.99
2024-08-09,TandT,Milk,NA,1.41,9.99
2024-08-09,Voila,Bread,NA,1.99,9.99
2024-08-09,Voila,Eggs,NA,1.25,9.99
2024-08-09,Voila,Milk,NA,0.99,9.99
2024-08-09,Walmart,Bread,NA,1.47,9.99
2024-08-09,Walmart,Eggs,NA,0.42,9.97
2024-08-09,Walmart,Milk,NA,0.98,9.98
2024-08-10,Galleria,Bread,NA,1.99,8.99
2024-08-10,Galleria,Eggs,NA,1.98,8.99
2024-08-10,Galleria,Milk,NA,0.5,9.99
2024-08-10,Loblaws,Bread,NA,1.00,9.99
2024-08-10,Loblaws,Eggs,NA,0.55,9.52
2024-08-10,Loblaws,Milk,NA,1.49,9.99
2024-08-10,Metro,Bread,NA,1.97,9.99
2024-08-10,Metro,Eggs,NA,1.10,9.99
2024-08-10,Metro,Milk,NA,1.29,9.99
2024-08-10,NoFrills,Bread,NA,1.49,9.99
2024-08-10,NoFrills,Eggs,NA,0.55,9.99
2024-08-10,NoFrills,Milk,NA,0.59,9.99
2024-08-10,TandT,Bread,NA,10.44,8.79
2024-08-10,TandT,Eggs,NA,1.88,9.99
2024-08-10,TandT,Milk,NA,1.41,9.99
2024-08-10,Voila,Bread,NA,1.99,9.99
2024-08-10,Voila,Eggs,NA,1.25,9.99
2024-08-10,Voila,Milk,NA,0.99,9.99
2024-08-10,Walmart,Bread,NA,1.47,9.99
2024-08-10,Walmart,Eggs,NA,0.42,9.97
2024-08-10,Walmart,Milk,NA,0.98,9.98
2024-08-11,Galleria,Bread,NA,1.99,8.99
2024-08-11,Galleria,Eggs,NA,1.98,8.99
2024-08-11,Galleria,Milk,NA,0.5,9.99
2024-08-11,Loblaws,Bread,NA,1.00,9.99
2024-08-11,Loblaws,Eggs,NA,0.55,9.52
2024-08-11,Loblaws,Milk,NA,1.49,9.99
2024-08-11,Metro,Bread,NA,1.97,9.99
2024-08-11,Metro,Eggs,NA,1.10,9.99
2024-08-11,Metro,Milk,NA,1.79,9.99
2024-08-11,NoFrills,Bread,NA,1.49,9.99
2024-08-11,NoFrills,Eggs,NA,0.55,9.99
2024-08-11,NoFrills,Milk,NA,0.99,9.99
2024-08-11,TandT,Bread,NA,14.29,9.49
2024-08-11,TandT,Eggs,NA,1.88,9.99
2024-08-11,TandT,Milk,NA,1.41,9.99
2024-08-11,Voila,Bread,NA,1.99,9.99
2024-08-11,Voila,Eggs,NA,1.25,9.99
2024-08-11,Voila,Milk,NA,0.99,9.99
2024-08-11,Walmart,Bread,NA,1.47,9.99
2024-08-11,Walmart,Eggs,NA,0.42,9.97
2024-08-11,Walmart,Milk,NA,0.98,9.98
2024-08-12,Galleria,Bread,NA,1.99,8.99
2024-08-12,Galleria,Eggs,NA,1.98,8.99
2024-08-12,Galleria,Milk,NA,0.5,9.99
2024-08-12,Loblaws,Bread,NA,1.00,9.99
2024-08-12,Loblaws,Eggs,NA,0.55,9.52
2024-08-12,Loblaws,Milk,NA,1.49,9.99
2024-08-12,Metro,Bread,NA,1.99,9.99
2024-08-12,Metro,Eggs,NA,1.99,9.99
2024-08-12,Metro,Milk,NA,1.29,9.99
2024-08-12,NoFrills,Bread,NA,1.49,9.99
2024-08-12,NoFrills,Eggs,NA,0.55,9.99
2024-08-12,NoFrills,Milk,NA,0.59,9.99
2024-08-12,TandT,Bread,NA,14.29,9.49
2024-08-12,TandT,Eggs,NA,1.88,9.99
2024-08-12,TandT,Milk,NA,1.41,9.99
2024-08-12,Voila,Bread,NA,1.99,9.99
2024-08-12,Voila,Eggs,NA,1.25,9.99
2024-08-12,Voila,Milk,NA,0.99,9.99
2024-08-12,Walmart,Bread,NA,1.47,9.99
2024-08-12,Walmart,Eggs,NA,0.42,9.97
2024-08-12,Walmart,Milk,NA,0.98,9.98
2024-08-13,Galleria,Bread,NA,1.99,8.99
2024-08-13,Galleria,Eggs,NA,1.98,8.99
2024-08-13,Galleria,Milk,NA,0.5,9.99
2024-08-13,Loblaws,Bread,NA,1.00,9.99
2024-08-13,Loblaws,Eggs,NA,0.55,9.52
2024-08-13,Loblaws,Milk,NA,1.49,9.99
2024-08-13,Metro,Bread,NA,1.97,9.99
2024-08-13,Metro,Eggs,NA,1.10,9.99
2024-08-13,Metro,Milk,NA,1.79,9.99
2024-08-13,NoFrills,Bread,NA,1.49,9.99
2024-08-13,NoFrills,Eggs,NA,0.55,9.99
2024-08-13,NoFrills,Milk,NA,0.59,9.99
2024-08-13,TandT,Bread,NA,14.29,9.49
2024-08-13,TandT,Eggs,NA,1.88,9.99
2024-08-13,TandT,Milk,NA,1.41,9.99
2024-08-13,Voila,Bread,NA,1.99,9.99
2024-08-13,Voila,Eggs,NA,1.25,9.99
2024-08-13,Voila,Milk,NA,0.99,9.99
2024-08-13,Walmart,Bread,NA,1.47,9.99
2024-08-13,Walmart,Eggs,NA,0.42,9.97
2024-08-13,Walmart,Milk,NA,0.98,9.98
2024-08-14,Galleria,Bread,NA,1.99,8.99
2024-08-14,Galleria,Eggs,NA,1.98,8.99
2024-08-14,Galleria,Milk,NA,0.5,9.99
